;Data;CPU.Uso;CPU.Temperatura;CPU.Hotspot;RAM.Total;RAM.Uso;RAM.livre;SWAP.Total;SWAP.Uso;SWAP.livre;Disco.Total;Disco.Uso;Disco.Livre;Disco.Porcentagem de Uso;Disco.Temperature;Disco.Hotspot
0;08/09/25 14:35:56;100.0;45.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:35:57;100.0;46.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:35:58;97.5;46.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:35:58;100.0;46.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:35:59;100.0;46.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:00;100.0;45.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:00;100.0;45.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:01;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:02;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:02;100.0;45.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:03;100.0;45.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:03;100.0;45.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:04;100.0;45.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:05;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:05;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:06;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:07;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:07;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:08;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:09;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:09;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:10;100.0;46.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:11;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:11;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:12;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:12;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:13;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:14;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:14;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:15;100.0;45.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:16;100.0;45.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:16;93.3;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:17;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:18;100.0;46.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:18;94.1;46.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:19;100.0;46.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:20;99.2;46.0;100.0;11.41;3.17;5.15;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:20;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:21;100.0;46.0;100.0;11.41;3.17;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:21;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:22;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:23;100.0;45.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:23;100.0;45.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:24;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:25;100.0;46.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:25;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:26;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:27;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:27;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:28;100.0;46.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:29;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:29;100.0;47.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:30;100.0;47.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:30;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:31;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:32;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:32;100.0;45.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:33;100.0;46.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:34;100.0;46.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:34;99.2;45.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:35;100.0;45.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:36;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:36;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:37;100.0;47.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:38;100.0;47.0;100.0;11.41;3.15;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:38;100.0;46.0;100.0;11.41;3.15;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:39;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:40;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:40;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:41;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:41;100.0;45.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:42;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:43;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:43;91.6;46.0;100.0;11.41;3.15;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:44;91.7;46.0;100.0;11.41;3.15;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:45;100.0;46.0;100.0;11.41;3.15;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:45;100.0;46.0;100.0;11.41;3.15;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:46;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:47;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:47;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:48;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:49;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:49;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:50;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:50;100.0;46.0;100.0;11.41;3.16;5.16;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:51;100.0;46.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:52;100.0;46.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:52;100.0;46.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:53;100.0;46.0;100.0;11.41;3.16;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:54;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:54;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:55;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:56;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:56;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:36:57;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:58;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:58;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:59;100.0;47.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:36:59;100.0;47.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:00;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:01;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:01;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:02;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:03;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:03;100.0;46.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:04;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:05;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:05;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:06;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:07;100.0;45.0;100.0;11.41;3.15;5.17;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:07;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:08;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:08;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:09;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:10;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:10;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:11;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:12;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:12;100.0;45.0;100.0;11.41;3.13;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:13;92.5;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:14;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:14;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:15;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:16;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:16;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:17;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:17;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:18;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:19;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:19;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:20;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:21;100.0;45.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:21;100.0;45.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:22;91.7;46.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:23;92.6;46.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:23;100.0;45.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:24;100.0;45.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:25;100.0;46.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:25;100.0;46.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:26;100.0;45.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:26;100.0;45.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:27;100.0;45.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:28;100.0;45.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:28;100.0;45.0;100.0;11.41;3.13;5.2;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:29;100.0;45.0;100.0;11.41;3.13;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:30;100.0;45.0;100.0;11.41;3.13;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:30;100.0;45.0;100.0;11.41;3.13;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:31;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:32;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:32;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:33;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:34;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:34;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:35;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:35;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:36;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:37;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:37;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:38;100.0;45.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:39;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:39;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:40;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:41;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:41;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:42;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:43;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:43;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:44;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:45;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:45;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:46;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:46;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:47;100.0;46.0;100.0;11.41;3.13;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:48;100.0;46.0;100.0;11.41;3.13;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:48;100.0;46.0;100.0;11.41;3.13;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:49;100.0;47.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:50;100.0;47.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:50;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:51;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:52;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:52;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:53;100.0;46.0;100.0;11.41;3.13;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:53;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:54;100.0;46.0;100.0;11.41;3.14;5.19;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:55;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:55;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:56;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:57;100.0;47.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:57;100.0;47.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:58;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:37:59;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 14:37:59;100.0;46.0;100.0;11.41;3.14;5.18;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:38:00;100.0;46.0;100.0;11.41;3.15;5.15;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 14:38:07;100.0;46.0;100.0;11.41;3.17;5.08;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 15:06:17;1.7;38.0;100.0;11.41;2.88;4.48;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 15:06:18;0.0;38.0;100.0;11.41;2.88;4.47;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 15:06:19;1.7;38.0;100.0;11.41;2.88;4.47;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 15:06:19;0.0;38.0;100.0;11.41;2.88;4.47;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 15:06:20;1.7;38.0;100.0;11.41;2.88;4.47;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 15:06:20;1.7;38.0;100.0;11.41;2.88;4.47;0.5;0.0;0.5;468;123;321;27.7;35.85;86.85
0;08/09/25 15:17:04;1.7;39.0;100.0;11.41;2.85;4.46;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 15:17:07;0.8;39.0;100.0;11.41;2.86;4.45;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
0;08/09/25 15:17:10;1.7;38.0;100.0;11.41;2.86;4.45;0.5;0.0;0.5;468;123;321;27.7;36.85;86.85
