id;servidor;timestamp;NOME;USO_MEMORIA (MB)
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.audio.SandboxHelper;2.1
1;Servidor01;2025-12-08 12:02:17.630307;ThemeWidgetControlViewService;13.6
1;Servidor01;2025-12-08 12:02:17.630307;IntelligencePlatformComputeService;17.2
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.Safari.History;4.8
1;Servidor01;2025-12-08 12:02:17.630307;XProtectPluginService;6.3
1;Servidor01;2025-12-08 12:02:17.630307;colorsync.useragent;2.1
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.ColorSyncXPCAgent;1.5
1;Servidor01;2025-12-08 12:02:17.630307;StocksKitService;9.3
1;Servidor01;2025-12-08 12:02:17.630307;siriinferenced;33.7
1;Servidor01;2025-12-08 12:02:17.630307;ModelCatalogAgent;7.9
1;Servidor01;2025-12-08 12:02:17.630307;gamecontrolleragentd;5.8
1;Servidor01;2025-12-08 12:02:17.630307;extensionkitservice;5.0
1;Servidor01;2025-12-08 12:02:17.630307;CalendarIntentsExtension;7.0
1;Servidor01;2025-12-08 12:02:17.630307;SafariLinkExtension;6.9
1;Servidor01;2025-12-08 12:02:17.630307;MessagesActionExtension;8.7
1;Servidor01;2025-12-08 12:02:17.630307;intelligencecontextd;7.8
1;Servidor01;2025-12-08 12:02:17.630307;Opera Helper (Plugin);27.4
1;Servidor01;2025-12-08 12:02:17.630307;VTEncoderXPCService;6.3
1;Servidor01;2025-12-08 12:02:17.630307;swcd;5.0
1;Servidor01;2025-12-08 12:02:17.630307;amsondevicestoraged;10.2
1;Servidor01;2025-12-08 12:02:17.630307;SpeechSynthesisServerXPC;2.1
1;Servidor01;2025-12-08 12:02:17.630307;geodMachServiceBridge;2.4
1;Servidor01;2025-12-08 12:02:17.630307;appstoreagent;19.2
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.audio.SandboxHelper;2.1
1;Servidor01;2025-12-08 12:02:17.630307;AppPredictionIntentsHelperService;19.5
1;Servidor01;2025-12-08 12:02:17.630307;contactsd;29.6
1;Servidor01;2025-12-08 12:02:17.630307;progressd;7.1
1;Servidor01;2025-12-08 12:02:17.630307;Keychain Circle Notification;12.1
1;Servidor01;2025-12-08 12:02:17.630307;MTLCompilerService;1.4
1;Servidor01;2025-12-08 12:02:17.630307;SiriNCService;20.0
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.audio.SandboxHelper;2.1
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.audio.ComponentTagHelper;1.8
1;Servidor01;2025-12-08 12:02:17.630307;MauiAUSP;8.3
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.audio.SandboxHelper;2.1
1;Servidor01;2025-12-08 12:02:17.630307;AUCrashHandlerService;2.0
1;Servidor01;2025-12-08 12:02:17.630307;mdworker;5.0
1;Servidor01;2025-12-08 12:02:17.630307;SiriSuggestionsBookkeepingService;4.5
1;Servidor01;2025-12-08 12:02:17.630307;localspeechrecognition;7.0
1;Servidor01;2025-12-08 12:02:17.630307;MTLCompilerService;1.4
1;Servidor01;2025-12-08 12:02:17.630307;pet;3.1
1;Servidor01;2025-12-08 12:02:17.630307;zsh;0.9
1;Servidor01;2025-12-08 12:02:17.630307;Code Helper (Plugin);84.3
1;Servidor01;2025-12-08 12:02:17.630307;ShortcutsViewService;17.4
1;Servidor01;2025-12-08 12:02:17.630307;mdwrite;2.6
1;Servidor01;2025-12-08 12:02:17.630307;fudHelperAgent;1.6
1;Servidor01;2025-12-08 12:02:17.630307;contentlinkingd;6.2
1;Servidor01;2025-12-08 12:02:17.630307;adprivacyd;9.6
1;Servidor01;2025-12-08 12:02:17.630307;assistant_service;29.9
1;Servidor01;2025-12-08 12:02:17.630307;feedbackd;4.9
1;Servidor01;2025-12-08 12:02:17.630307;Code Helper (Plugin);60.4
1;Servidor01;2025-12-08 12:02:17.630307;Code Helper (Plugin);542.1
1;Servidor01;2025-12-08 12:02:17.630307;Code Helper (Plugin);50.9
1;Servidor01;2025-12-08 12:02:17.630307;intents_helper;5.3
1;Servidor01;2025-12-08 12:02:17.630307;peopled;14.8
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.audio.SandboxHelper;2.1
